date,country,title,importance,impact
2024-02-20T13:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-02-20T23:50:00.000Z,JPY,Balance of Trade,1,
2024-02-21T19:00:00.000Z,USD,FOMC Minutes,1,
2024-02-22T08:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-02-23T09:00:00.000Z,EUR,Ifo Business Climate,1,
2024-02-26T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-02-27T07:00:00.000Z,EUR,GfK Consumer Confidence,1,
2024-02-27T13:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-02-28T13:30:00.000Z,USD,GDP Growth Rate QoQ 2nd Est,1,
2024-02-29T07:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-02-29T12:00:00.000Z,INR,GDP Growth Rate YoY,1,
2024-02-29T13:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-02-29T13:30:00.000Z,CAD,GDP Growth Rate QoQ,1,
2024-02-29T13:30:00.000Z,CAD,GDP Growth Rate Annualized,1,
2024-02-29T13:30:00.000Z,USD,Personal Income MoM,1,
2024-02-29T13:30:00.000Z,USD,Personal Spending MoM,1,
2024-02-29T13:30:00.000Z,USD,Core PCE Price Index MoM,1,
2024-03-01T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2024-03-01T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2024-03-01T05:00:00.000Z,JPY,Consumer Confidence,1,
2024-03-01T10:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2024-03-01T10:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-03-01T11:00:00.000Z,EUR,Full Year GDP Growth,1,
2024-03-01T11:00:00.000Z,EUR,Government Budget,1,
2024-03-01T15:00:00.000Z,USD,ISM Manufacturing PMI,1,
2024-03-05T15:00:00.000Z,USD,ISM Services PMI,1,
2024-03-06T00:30:00.000Z,AUD,GDP Growth Rate QoQ,1,
2024-03-06T07:00:00.000Z,EUR,Balance of Trade,1,
2024-03-06T14:45:00.000Z,CAD,BoC Interest Rate Decision,1,
2024-03-06T15:00:00.000Z,CAD,Ivey PMI s.a,1,
2024-03-06T15:00:00.000Z,USD,JOLTs Job Openings,1,
2024-03-06T15:00:00.000Z,USD,Fed Chair Powell Testimony,1,
2024-03-07T00:30:00.000Z,AUD,Balance of Trade,1,
2024-03-07T03:00:00.000Z,CNY,Balance of Trade,1,
2024-03-07T13:15:00.000Z,EUR,Deposit Facility Rate,1,
2024-03-07T13:15:00.000Z,EUR,ECB Interest Rate Decision,1,
2024-03-07T13:30:00.000Z,CAD,Balance of Trade,1,
2024-03-07T13:45:00.000Z,EUR,ECB Press Conference,1,
2024-03-07T15:00:00.000Z,USD,Fed Chair Powell Testimony,1,
2024-03-08T13:30:00.000Z,CAD,Unemployment Rate,1,
2024-03-08T13:30:00.000Z,USD,Non Farm Payrolls,1,
2024-03-08T13:30:00.000Z,USD,Unemployment Rate,1,
2024-03-09T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2024-03-12T00:30:00.000Z,AUD,NAB Business Confidence,1,
2024-03-12T07:00:00.000Z,GBP,Unemployment Rate,1,
2024-03-12T12:30:00.000Z,USD,Inflation Rate MoM,1,
2024-03-12T12:30:00.000Z,USD,Core Inflation Rate MoM,1,
2024-03-12T12:30:00.000Z,USD,Core Inflation Rate YoY,1,
2024-03-12T12:30:00.000Z,USD,Inflation Rate YoY,1,
2024-03-13T07:00:00.000Z,GBP,GDP MoM,1,
2024-03-14T12:30:00.000Z,USD,PPI MoM,1,
2024-03-14T12:30:00.000Z,USD,Retail Sales MoM,1,
2024-03-15T14:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2024-03-18T02:00:00.000Z,CNY,Retail Sales YoY,1,
2024-03-18T02:00:00.000Z,CNY,Industrial Production YoY,1,
2024-03-19T03:00:00.000Z,JPY,BoJ Interest Rate Decision,1,
2024-03-19T03:30:00.000Z,AUD,RBA Interest Rate Decision,1,
2024-03-19T10:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2024-03-19T12:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-03-19T12:30:00.000Z,USD,Building Permits Prel,1,
2024-03-20T07:00:00.000Z,GBP,Inflation Rate YoY,1,
2024-03-20T18:00:00.000Z,USD,Fed Interest Rate Decision,1,
2024-03-20T18:00:00.000Z,USD,FOMC Economic Projections,1,
2024-03-20T18:30:00.000Z,USD,Fed Press Conference,1,
2024-03-20T23:50:00.000Z,JPY,Balance of Trade,1,
2024-03-21T08:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-03-21T12:00:00.000Z,GBP,BoE Interest Rate Decision,1,
2024-03-21T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-03-22T07:00:00.000Z,GBP,Retail Sales MoM,1,
2024-03-22T09:00:00.000Z,EUR,Ifo Business Climate,1,
2024-03-25T23:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2024-03-26T07:00:00.000Z,EUR,GfK Consumer Confidence,1,
2024-03-26T12:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-03-28T12:30:00.000Z,USD,GDP Growth Rate QoQ Final,1,
2024-03-29T07:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-03-29T10:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-03-29T12:30:00.000Z,USD,Personal Income MoM,1,
2024-03-29T12:30:00.000Z,USD,Personal Spending MoM,1,
2024-03-29T12:30:00.000Z,USD,Core PCE Price Index MoM,1,
2024-03-29T15:30:00.000Z,USD,Fed Chair Powell Speech,1,
2024-03-31T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2024-03-31T23:50:00.000Z,JPY,Tankan Large Manufacturers Index,1,
2024-04-01T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2024-04-01T14:00:00.000Z,USD,ISM Manufacturing PMI,1,
2024-04-02T00:30:00.000Z,AUD,RBA Meeting Minutes,1,
2024-04-02T12:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-04-02T14:00:00.000Z,USD,JOLTs Job Openings,1,
2024-04-03T09:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2024-04-03T14:00:00.000Z,USD,ISM Services PMI,1,
2024-04-03T16:10:00.000Z,USD,Fed Chair Powell Speech,1,
2024-04-04T12:30:00.000Z,CAD,Balance of Trade,1,
2024-04-05T00:30:00.000Z,AUD,Balance of Trade,1,
2024-04-05T12:30:00.000Z,USD,Unemployment Rate,1,
2024-04-05T12:30:00.000Z,USD,Non Farm Payrolls,1,
2024-04-05T12:30:00.000Z,CAD,Unemployment Rate,1,
2024-04-05T14:00:00.000Z,CAD,Ivey PMI s.a,1,
2024-04-08T06:00:00.000Z,EUR,Balance of Trade,1,
2024-04-09T00:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2024-04-09T01:30:00.000Z,AUD,NAB Business Confidence,1,
2024-04-09T05:00:00.000Z,JPY,Consumer Confidence,1,
2024-04-10T12:30:00.000Z,USD,Inflation Rate MoM,1,
2024-04-10T12:30:00.000Z,USD,Core Inflation Rate MoM,1,
2024-04-10T12:30:00.000Z,USD,Core Inflation Rate YoY,1,
2024-04-10T12:30:00.000Z,USD,Inflation Rate YoY,1,
2024-04-10T13:45:00.000Z,CAD,BoC Interest Rate Decision,1,
2024-04-10T13:45:00.000Z,CAD,BoC Monetary Policy Report,1,
2024-04-10T18:00:00.000Z,USD,FOMC Minutes,1,
2024-04-11T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2024-04-11T12:15:00.000Z,EUR,Deposit Facility Rate,1,
2024-04-11T12:15:00.000Z,EUR,ECB Interest Rate Decision,1,
2024-04-11T12:30:00.000Z,USD,PPI MoM,1,
2024-04-11T12:45:00.000Z,EUR,ECB Press Conference,1,
2024-04-12T06:00:00.000Z,GBP,GDP MoM,1,
2024-04-12T07:10:00.000Z,CNY,Balance of Trade,1,
2024-04-12T14:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2024-04-15T12:30:00.000Z,USD,Retail Sales MoM,1,
2024-04-16T02:00:00.000Z,CNY,Retail Sales YoY,1,
2024-04-16T02:00:00.000Z,CNY,Industrial Production YoY,1,
2024-04-16T02:00:00.000Z,CNY,GDP Growth Rate YoY,1,
2024-04-16T06:00:00.000Z,GBP,Unemployment Rate,1,
2024-04-16T09:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2024-04-16T12:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-04-16T12:30:00.000Z,USD,Building Permits Prel,1,
2024-04-16T17:15:00.000Z,USD,Fed Chair Powell Speech,1,
2024-04-16T23:50:00.000Z,JPY,Balance of Trade,1,
2024-04-17T06:00:00.000Z,GBP,Inflation Rate YoY,1,
2024-04-18T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-04-19T06:00:00.000Z,GBP,Retail Sales MoM,1,
2024-04-23T07:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-04-24T01:30:00.000Z,AUD,Inflation Rate YoY,1,
2024-04-24T08:00:00.000Z,EUR,Ifo Business Climate,1,
2024-04-24T12:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-04-25T06:00:00.000Z,EUR,GfK Consumer Confidence,1,
2024-04-25T12:30:00.000Z,USD,GDP Growth Rate QoQ Adv,1,
2024-04-26T03:00:00.000Z,JPY,BoJ Interest Rate Decision,1,
2024-04-26T12:30:00.000Z,USD,Core PCE Price Index MoM,1,
2024-04-26T12:30:00.000Z,USD,Personal Income MoM,1,
2024-04-26T12:30:00.000Z,USD,Personal Spending MoM,1,
2024-04-29T12:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-04-30T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2024-04-30T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2024-04-30T05:30:00.000Z,EUR,GDP Growth Rate YoY Prel,1,
2024-04-30T05:30:00.000Z,EUR,GDP Growth Rate QoQ Prel,1,
2024-04-30T06:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-04-30T08:00:00.000Z,EUR,GDP Growth Rate QoQ Flash,1,
2024-04-30T08:00:00.000Z,EUR,GDP Growth Rate YoY Flash,1,
2024-04-30T08:00:00.000Z,EUR,GDP Growth Rate YoY Adv,1,
2024-04-30T08:00:00.000Z,EUR,GDP Growth Rate QoQ Adv,1,
2024-04-30T09:00:00.000Z,EUR,GDP Growth Rate YoY Flash,1,
2024-04-30T09:00:00.000Z,EUR,GDP Growth Rate QoQ Flash,1,
2024-04-30T09:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-04-30T09:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2024-05-01T14:00:00.000Z,USD,ISM Manufacturing PMI,1,
2024-05-01T14:00:00.000Z,USD,JOLTs Job Openings,1,
2024-05-01T18:00:00.000Z,USD,Fed Interest Rate Decision,1,
2024-05-01T18:30:00.000Z,USD,Fed Press Conference,1,
2024-05-02T01:30:00.000Z,AUD,Balance of Trade,1,
2024-05-02T05:00:00.000Z,JPY,Consumer Confidence,1,
2024-05-02T12:30:00.000Z,CAD,Balance of Trade,1,
2024-05-03T12:30:00.000Z,USD,Non Farm Payrolls,1,
2024-05-03T12:30:00.000Z,USD,Unemployment Rate,1,
2024-05-03T14:00:00.000Z,USD,ISM Services PMI,1,
2024-05-07T04:30:00.000Z,AUD,RBA Interest Rate Decision,1,
2024-05-07T06:00:00.000Z,EUR,Balance of Trade,1,
2024-05-07T14:00:00.000Z,CAD,Ivey PMI s.a,1,
2024-05-09T03:00:00.000Z,CNY,Balance of Trade,1,
2024-05-09T11:00:00.000Z,GBP,BoE Interest Rate Decision,1,
2024-05-10T06:00:00.000Z,GBP,GDP Growth Rate YoY Prel,1,
2024-05-10T06:00:00.000Z,GBP,GDP Growth Rate QoQ Prel,1,
2024-05-10T06:00:00.000Z,GBP,GDP MoM,1,
2024-05-10T12:30:00.000Z,CAD,Unemployment Rate,1,
2024-05-10T14:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2024-05-11T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2024-05-13T01:30:00.000Z,AUD,NAB Business Confidence,1,
2024-05-14T06:00:00.000Z,GBP,Unemployment Rate,1,
2024-05-14T09:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2024-05-14T12:30:00.000Z,USD,PPI MoM,1,
2024-05-14T14:00:00.000Z,USD,Fed Chair Powell Speech,1,
2024-05-15T12:30:00.000Z,USD,Inflation Rate MoM,1,
2024-05-15T12:30:00.000Z,USD,Core Inflation Rate MoM,1,
2024-05-15T12:30:00.000Z,USD,Inflation Rate YoY,1,
2024-05-15T12:30:00.000Z,USD,Core Inflation Rate YoY,1,
2024-05-15T12:30:00.000Z,USD,Retail Sales MoM,1,
2024-05-15T23:50:00.000Z,JPY,GDP Growth Rate QoQ Prel,1,
2024-05-16T12:30:00.000Z,USD,Building Permits Prel,1,
2024-05-17T02:00:00.000Z,CNY,Retail Sales YoY,1,
2024-05-17T02:00:00.000Z,CNY,Industrial Production YoY,1,
2024-05-19T19:30:00.000Z,USD,Fed Chair Powell Speech,1,
2024-05-21T00:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2024-05-21T01:30:00.000Z,AUD,RBA Meeting Minutes,1,
2024-05-21T12:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-05-21T23:50:00.000Z,JPY,Balance of Trade,1,
2024-05-22T06:00:00.000Z,GBP,Inflation Rate YoY,1,
2024-05-22T18:00:00.000Z,USD,FOMC Minutes,1,
2024-05-23T07:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-05-23T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-05-24T06:00:00.000Z,GBP,Retail Sales MoM,1,
2024-05-24T12:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-05-27T08:00:00.000Z,EUR,Ifo Business Climate,1,
2024-05-29T05:00:00.000Z,JPY,Consumer Confidence,1,
2024-05-29T06:00:00.000Z,EUR,GfK Consumer Confidence,1,
2024-05-29T12:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-05-30T12:30:00.000Z,USD,GDP Growth Rate QoQ 2nd Est,1,
2024-05-31T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2024-05-31T06:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-05-31T09:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2024-05-31T09:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-05-31T12:00:00.000Z,INR,GDP Growth Rate YoY,1,
2024-05-31T12:30:00.000Z,CAD,GDP Growth Rate Annualized,1,
2024-05-31T12:30:00.000Z,CAD,GDP Growth Rate QoQ,1,
2024-05-31T12:30:00.000Z,USD,Core PCE Price Index MoM,1,
2024-05-31T12:30:00.000Z,USD,Personal Spending MoM,1,
2024-05-31T12:30:00.000Z,USD,Personal Income MoM,1,
2024-06-03T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2024-06-03T14:00:00.000Z,USD,ISM Manufacturing PMI,1,
2024-06-04T14:00:00.000Z,USD,JOLTs Job Openings,1,
2024-06-05T01:30:00.000Z,AUD,GDP Growth Rate QoQ,1,
2024-06-05T13:45:00.000Z,CAD,BoC Interest Rate Decision,1,
2024-06-05T14:00:00.000Z,USD,ISM Services PMI,1,
2024-06-06T01:30:00.000Z,AUD,Balance of Trade,1,
2024-06-06T12:15:00.000Z,EUR,Deposit Facility Rate,1,
2024-06-06T12:15:00.000Z,EUR,ECB Interest Rate Decision,1,
2024-06-06T12:30:00.000Z,CAD,Balance of Trade,1,
2024-06-06T12:45:00.000Z,EUR,ECB Press Conference,1,
2024-06-06T14:00:00.000Z,CAD,Ivey PMI s.a,1,
2024-06-07T03:00:00.000Z,CNY,Balance of Trade,1,
2024-06-07T06:00:00.000Z,EUR,Balance of Trade,1,
2024-06-07T12:30:00.000Z,USD,Unemployment Rate,1,
2024-06-07T12:30:00.000Z,USD,Non Farm Payrolls,1,
2024-06-07T12:30:00.000Z,CAD,Unemployment Rate,1,
2024-06-07T14:15:00.000Z,EUR,ECB President Lagarde Speech,1,
2024-06-11T01:30:00.000Z,AUD,NAB Business Confidence,1,
2024-06-11T06:00:00.000Z,GBP,Unemployment Rate,1,
2024-06-12T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2024-06-12T06:00:00.000Z,GBP,GDP MoM,1,
2024-06-12T12:30:00.000Z,USD,Core Inflation Rate MoM,1,
2024-06-12T12:30:00.000Z,USD,Inflation Rate MoM,1,
2024-06-12T12:30:00.000Z,USD,Core Inflation Rate YoY,1,
2024-06-12T12:30:00.000Z,USD,Inflation Rate YoY,1,
2024-06-12T18:00:00.000Z,USD,Fed Interest Rate Decision,1,
2024-06-12T18:00:00.000Z,USD,FOMC Economic Projections,1,
2024-06-12T18:30:00.000Z,USD,Fed Press Conference,1,
2024-06-13T12:30:00.000Z,USD,PPI MoM,1,
2024-06-14T03:25:00.000Z,JPY,BoJ Interest Rate Decision,1,
2024-06-14T14:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2024-06-17T02:00:00.000Z,CNY,Retail Sales YoY,1,
2024-06-17T02:00:00.000Z,CNY,Industrial Production YoY,1,
2024-06-18T04:30:00.000Z,AUD,RBA Interest Rate Decision,1,
2024-06-18T09:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2024-06-18T12:30:00.000Z,USD,Retail Sales MoM,1,
2024-06-18T23:50:00.000Z,JPY,Balance of Trade,1,
2024-06-19T06:00:00.000Z,GBP,Inflation Rate YoY,1,
2024-06-20T11:00:00.000Z,GBP,BoE Interest Rate Decision,1,
2024-06-20T12:30:00.000Z,USD,Building Permits Prel,1,
2024-06-20T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-06-21T06:00:00.000Z,GBP,Retail Sales MoM,1,
2024-06-21T07:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-06-24T08:00:00.000Z,EUR,Ifo Business Climate,1,
2024-06-25T00:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2024-06-25T12:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-06-26T06:00:00.000Z,EUR,GfK Consumer Confidence,1,
2024-06-27T12:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-06-27T12:30:00.000Z,USD,GDP Growth Rate QoQ Final,1,
2024-06-28T06:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-06-28T09:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-06-28T12:30:00.000Z,USD,Core PCE Price Index MoM,1,
2024-06-28T12:30:00.000Z,USD,Personal Income MoM,1,
2024-06-28T12:30:00.000Z,USD,Personal Spending MoM,1,
2024-06-30T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2024-06-30T23:50:00.000Z,JPY,Tankan Large Manufacturers Index,1,
2024-07-01T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2024-07-01T05:00:00.000Z,JPY,Consumer Confidence,1,
2024-07-01T12:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-07-01T14:00:00.000Z,USD,ISM Manufacturing PMI,1,
2024-07-02T01:30:00.000Z,AUD,RBA Meeting Minutes,1,
2024-07-02T09:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2024-07-02T13:30:00.000Z,USD,Fed Chair Powell Speech,1,
2024-07-02T14:00:00.000Z,USD,JOLTs Job Openings,1,
2024-07-03T12:30:00.000Z,CAD,Balance of Trade,1,
2024-07-03T14:00:00.000Z,USD,ISM Services PMI,1,
2024-07-03T18:00:00.000Z,USD,FOMC Minutes,1,
2024-07-04T01:30:00.000Z,AUD,Balance of Trade,1,
2024-07-04T09:00:00.000Z,GBP,UK General Election,1,
2024-07-05T12:30:00.000Z,USD,Non Farm Payrolls,1,
2024-07-05T12:30:00.000Z,USD,Unemployment Rate,1,
2024-07-05T12:30:00.000Z,CAD,Unemployment Rate,1,
2024-07-05T14:00:00.000Z,CAD,Ivey PMI s.a,1,
2024-07-08T06:00:00.000Z,EUR,Balance of Trade,1,
2024-07-09T00:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2024-07-09T01:30:00.000Z,AUD,NAB Business Confidence,1,
2024-07-09T14:00:00.000Z,USD,Fed Chair Powell Testimony,1,
2024-07-10T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2024-07-10T14:00:00.000Z,USD,Fed Chair Powell Testimony,1,
2024-07-11T06:00:00.000Z,GBP,GDP MoM,1,
2024-07-11T12:30:00.000Z,USD,Inflation Rate MoM,1,
2024-07-11T12:30:00.000Z,USD,Inflation Rate YoY,1,
2024-07-11T12:30:00.000Z,USD,Core Inflation Rate YoY,1,
2024-07-11T12:30:00.000Z,USD,Core Inflation Rate MoM,1,
2024-07-12T03:00:00.000Z,CNY,Balance of Trade,1,
2024-07-12T12:30:00.000Z,USD,PPI MoM,1,
2024-07-12T14:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2024-07-15T02:00:00.000Z,CNY,Retail Sales YoY,1,
2024-07-15T02:00:00.000Z,CNY,Industrial Production YoY,1,
2024-07-15T02:00:00.000Z,CNY,GDP Growth Rate YoY,1,
2024-07-15T16:30:00.000Z,USD,Fed Chair Powell Speech,1,
2024-07-16T09:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2024-07-16T12:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-07-16T12:30:00.000Z,USD,Retail Sales MoM,1,
2024-07-17T06:00:00.000Z,GBP,Inflation Rate YoY,1,
2024-07-17T12:30:00.000Z,USD,Building Permits Prel,1,
2024-07-17T23:50:00.000Z,JPY,Balance of Trade,1,
2024-07-18T06:00:00.000Z,GBP,Unemployment Rate,1,
2024-07-18T12:15:00.000Z,EUR,Deposit Facility Rate,1,
2024-07-18T12:15:00.000Z,EUR,ECB Interest Rate Decision,1,
2024-07-18T12:45:00.000Z,EUR,ECB Press Conference,1,
2024-07-18T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-07-19T06:00:00.000Z,GBP,Retail Sales MoM,1,
2024-07-24T06:00:00.000Z,EUR,GfK Consumer Confidence,1,
2024-07-24T07:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-07-24T13:45:00.000Z,CAD,BoC Interest Rate Decision,1,
2024-07-24T13:45:00.000Z,CAD,BoC Monetary Policy Report,1,
2024-07-25T08:00:00.000Z,EUR,Ifo Business Climate,1,
2024-07-25T12:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-07-25T12:30:00.000Z,USD,GDP Growth Rate QoQ Adv,1,
2024-07-26T12:30:00.000Z,USD,Core PCE Price Index MoM,1,
2024-07-26T12:30:00.000Z,USD,Personal Spending MoM,1,
2024-07-26T12:30:00.000Z,USD,Personal Income MoM,1,
2024-07-30T05:30:00.000Z,EUR,GDP Growth Rate YoY Prel,1,
2024-07-30T05:30:00.000Z,EUR,GDP Growth Rate QoQ Prel,1,
2024-07-30T08:00:00.000Z,EUR,GDP Growth Rate YoY Flash,1,
2024-07-30T08:00:00.000Z,EUR,GDP Growth Rate QoQ Flash,1,
2024-07-30T08:00:00.000Z,EUR,GDP Growth Rate YoY Adv,1,
2024-07-30T08:00:00.000Z,EUR,GDP Growth Rate QoQ Adv,1,
2024-07-30T09:00:00.000Z,EUR,GDP Growth Rate YoY Flash,1,
2024-07-30T09:00:00.000Z,EUR,GDP Growth Rate QoQ Flash,1,
2024-07-30T12:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-07-30T14:00:00.000Z,USD,JOLTs Job Openings,1,
2024-07-31T01:30:00.000Z,AUD,Monthly CPI Indicator,1,
2024-07-31T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2024-07-31T04:00:00.000Z,JPY,BoJ Interest Rate Decision,1,
2024-07-31T05:00:00.000Z,JPY,Consumer Confidence,1,
2024-07-31T06:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-07-31T08:30:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-07-31T09:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2024-07-31T18:00:00.000Z,USD,Fed Interest Rate Decision,1,
2024-07-31T18:30:00.000Z,USD,Fed Press Conference,1,
2024-08-01T01:30:00.000Z,AUD,Balance of Trade,1,
2024-08-01T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2024-08-01T11:00:00.000Z,GBP,BoE Interest Rate Decision,1,
2024-08-01T14:00:00.000Z,USD,ISM Manufacturing PMI,1,
2024-08-02T12:30:00.000Z,USD,Unemployment Rate,1,
2024-08-02T12:30:00.000Z,USD,Non Farm Payrolls,1,
2024-08-05T14:00:00.000Z,USD,ISM Services PMI,1,
2024-08-06T04:30:00.000Z,AUD,RBA Interest Rate Decision,1,
2024-08-06T12:30:00.000Z,CAD,Balance of Trade,1,
2024-08-07T03:00:00.000Z,CNY,Balance of Trade,1,
2024-08-07T06:00:00.000Z,EUR,Balance of Trade,1,
2024-08-07T14:00:00.000Z,CAD,Ivey PMI s.a,1,
2024-08-09T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2024-08-09T12:30:00.000Z,CAD,Unemployment Rate,1,
2024-08-13T00:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2024-08-13T01:30:00.000Z,AUD,NAB Business Confidence,1,
2024-08-13T06:00:00.000Z,GBP,Unemployment Rate,1,
2024-08-13T09:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2024-08-13T12:30:00.000Z,USD,PPI MoM,1,
2024-08-14T06:00:00.000Z,GBP,Inflation Rate YoY,1,
2024-08-14T12:30:00.000Z,USD,Core Inflation Rate MoM,1,
2024-08-14T12:30:00.000Z,USD,Inflation Rate MoM,1,
2024-08-14T12:30:00.000Z,USD,Core Inflation Rate YoY,1,
2024-08-14T12:30:00.000Z,USD,Inflation Rate YoY,1,
2024-08-14T23:50:00.000Z,JPY,GDP Growth Rate QoQ Prel,1,
2024-08-15T02:00:00.000Z,CNY,Retail Sales YoY,1,
2024-08-15T02:00:00.000Z,CNY,Industrial Production YoY,1,
2024-08-15T06:00:00.000Z,GBP,GDP MoM,1,
2024-08-15T06:00:00.000Z,GBP,GDP Growth Rate YoY Prel,1,
2024-08-15T06:00:00.000Z,GBP,GDP Growth Rate QoQ Prel,1,
2024-08-15T12:30:00.000Z,USD,Retail Sales MoM,1,
2024-08-16T06:00:00.000Z,GBP,Retail Sales MoM,1,
2024-08-16T12:30:00.000Z,USD,Building Permits Prel,1,
2024-08-16T14:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2024-08-20T01:30:00.000Z,AUD,RBA Meeting Minutes,1,
2024-08-20T12:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-08-20T23:50:00.000Z,JPY,Balance of Trade,1,
2024-08-21T14:00:00.000Z,USD,Non Farm Payrolls Annual Revision,1,
2024-08-21T18:00:00.000Z,USD,FOMC Minutes,1,
2024-08-22T07:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-08-22T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-08-23T14:00:00.000Z,USD,Fed Chair Powell Speech,1,
2024-08-26T08:00:00.000Z,EUR,Ifo Business Climate,1,
2024-08-26T12:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-08-27T06:00:00.000Z,EUR,GfK Consumer Confidence,1,
2024-08-28T01:30:00.000Z,AUD,Monthly CPI Indicator,1,
2024-08-29T05:00:00.000Z,JPY,Consumer Confidence,1,
2024-08-29T12:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-08-29T12:30:00.000Z,USD,GDP Growth Rate QoQ 2nd Est,1,
